date,time,temperature,mainPressure,containerTempFront,containerTempBack,currentSpeed
2024-11-11,12:02:30,501.38333333333327,150.95,430,430,4
2024-11-11,12:02:40,474.11666666666673,145.25,430,430,4
2024-11-11,12:02:50,428.35714285714283,140.61428571428573,430,430,4
2024-11-11,12:03:00,503.23749999999995,135.89999999999998,430,430,3.9749999999999996
2024-11-11,12:03:10,473.02,132.1,430,430,3.9799999999999995
2024-11-11,12:03:20,482.02857142857147,127.72857142857143,430,430,4
2024-11-11,12:03:30,476.40000000000003,124.925,430,430,3.975
2024-11-11,12:03:40,426.3125,119.67500000000001,430,430,4
2024-11-11,12:03:50,467.53000000000003,116.23000000000002,430,430,4
2024-11-11,12:04:00,455.5,116.65,430,430,3.9250000000000003
2024-11-11,12:04:20,440.4,37.25,430,430,0
2024-11-11,12:04:30,394.15714285714284,22.185714285714283,430,430,0.09999999999999999
2024-11-11,12:04:40,409.90000000000003,93.87142857142858,430,430,1.4000000000000001
2024-11-11,12:04:50,438.5333333333333,165.64444444444447,430,430,3.3666666666666667
2024-11-11,12:05:00,436.17777777777775,156.96666666666667,430,430,3.9444444444444446
2024-11-11,12:05:10,464.45714285714286,149.92857142857142,430,430,4
2024-11-11,12:05:20,468.23750000000007,144.7625,430,430,4
2024-11-11,12:05:30,412.4,140.34999999999997,430,430,3.9799999999999995
2024-11-11,12:05:40,467.3666666666666,136.33333333333334,430,430,4
2024-11-11,12:05:50,369.8833333333334,131.95000000000002,430,430,4
2024-11-11,12:06:00,451.8333333333333,128.52222222222224,430,430,3.988888888888889
2024-11-11,12:06:10,429.8125,124.54999999999998,430,430,4
2024-11-11,12:06:20,466.6333333333334,120.23333333333333,430,430,4
2024-11-11,12:06:30,425.6166666666666,116.11666666666667,430,430,4
2024-11-11,12:06:40,489.87500000000006,115.975,430,430,3.975
2024-11-11,12:07:00,364.275,20.35,430,430,0
2024-11-11,12:07:10,462.2,100.8,430,430,0.7
2024-11-11,12:07:20,382.1,158.18571428571428,430,430,2.1142857142857143
2024-11-11,12:07:30,453.3777777777778,162.14444444444442,430,430,3.3555555555555556
2024-11-11,12:07:40,394.25,156.10000000000002,430,430,3.925
2024-11-11,12:07:50,398.9857142857143,149.47142857142856,430,430,4
2024-11-11,12:08:00,436.23333333333335,144.5777777777778,430,430,4
2024-11-11,12:08:10,401.5333333333333,139.61666666666665,430,430,4
2024-11-11,12:08:20,430.55,135.9,430,430,4
2024-11-11,12:08:30,488.475,131.9,430,430,4
2024-11-11,12:08:40,455.48749999999995,127.9375,430,430,4
2024-11-11,12:08:50,423.53333333333336,124.06666666666666,430,430,4
2024-11-11,12:09:00,421.6666666666667,119.38888888888889,430,430,4
2024-11-11,12:09:10,442.0625,116.2125,430,430,4
2024-11-11,12:09:20,356.56666666666666,116.7,430,430,3.9
2024-11-11,12:09:40,436.62499999999994,24.8,430,430,0
2024-11-11,12:09:50,346.76000000000005,7.279999999999999,430,430,0.13999999999999999
2024-11-11,12:10:00,307.7,136.56666666666666,430,430,2.1
2024-11-11,12:10:10,406.7,165.22857142857143,430,430,3.4714285714285715
2024-11-11,12:10:20,455.925,157.8375,430,430,3.9375
2024-11-11,12:10:30,453.52857142857147,150.45714285714283,430,430,4
2024-11-11,12:10:40,481.23750000000007,145.125,430,430,4
2024-11-11,12:10:50,479.55555555555554,140.82222222222222,430,430,4
2024-11-11,12:11:00,492.2125,136.25,430,430,4
2024-11-11,12:11:10,442.33333333333326,132.7111111111111,430,430,4
2024-11-11,12:11:20,420.51249999999993,128.67499999999998,430,430,4
